     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010301  592 2018
     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.313 10010302  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010303  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010304  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010305  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010306  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010307  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010308  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010310  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010311  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010312  592 2018
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.313 10010313  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010314  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010315  592 2018
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.313 10010316  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010317  592 2018
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.313 10010318  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010319  592 2018
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010320  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.313 10010321  592 2018
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020102  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020103  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020104  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020105  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020106  557 1915
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.259 10020107  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020108  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020109  557 1915
     0.000     0.000         *     0.000     0.000     1.000     1.000     1.259 10020111  557 1915
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.259 10020112  557 1915
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.259 10020113  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020114  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020115  557 1915
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.259 10020117  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020118  557 1915
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.259 10020119  557 1915
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.259 10020121  557 1915
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.268 10030101  574 1969
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.268 10030102  574 1969
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.268 10030104  574 1969
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.268 10030105  574 1969
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.268 10030106  574 1969
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040102  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040103  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040104  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040105  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040106  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040107  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040108  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040110  582 1991
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     2.099 10040111  582 1991
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.099 10040112  582 1991
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050302  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050303  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050304  535 1853
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050305  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050306  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050307  535 1853
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.118 10050308  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050309  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050311  535 1853
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.118 10050312  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050313  535 1853
     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.118 10050314  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050315  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050316  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050317  535 1853
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.118 10050318  535 1853
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.118 10050319  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050321  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050322  535 1853
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.118 10050323  535 1853
     0.000     1.000     0.000     0.000     1.000     1.000     1.000     0.811 10060101  591 2021
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.811 10060102  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060103  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060104  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060105  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060106  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060107  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060108  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060109  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060110  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060111  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060112  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060113  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060114  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060115  591 2021
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.811 10060118  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060119  591 2021
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.811 10060120  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060121  591 2021
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.811 10060122  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060123  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.811 10060124  591 2021
     0.000     0.000     0.000     0.000     1.000     1.000     1.000     0.811 10060125  591 2021
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     0.811 10060126  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.788 10060201  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.788 10060202  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.788 10060203  591 2021
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     0.788 10060204  591 2021
