     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010101  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010102  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010103  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010104  610 2064
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010105  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010106  610 2064
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.083 10010107  610 2064
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010108  610 2064
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010109  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010110  610 2064
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010111  610 2064
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010112  610 2064
     1.000     0.000     0.000     0.000     0.000     1.000     1.000     1.083 10010113  610 2064
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     1.083 10010114  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010115  610 2064
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.083 10010116  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010117  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010118  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010119  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.083 10010120  610 2064
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020101  662 2166
     0.000     0.000     0.000     0.000     1.000     1.000     1.000     1.581 10020102  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020103  662 2166
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020104  662 2166
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020105  662 2166
     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.581 10020106  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020107  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020108  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020109  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020110  662 2166
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020112  662 2166
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.581 10020113  662 2166
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     1.581 10020114  662 2166
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020115  662 2166
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     1.581 10020116  662 2166
     0.000     0.000     1.000     1.000     0.000     1.000     1.000     2.169 10030102  618 2079
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.169 10030103  618 2079
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.169 10030104  618 2079
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     2.169 10030105  618 2079
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     2.169 10030106  618 2079
     0.000     0.000     0.000     1.000     0.000     1.000     1.000     2.169 10030107  618 2079
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.169 10030109  618 2079
     0.000     0.000     1.000     0.000     1.000     1.000     1.000     2.169 10030110  618 2079
     0.000     0.000     0.000     1.000     1.000     1.000     1.000     2.169 10030111  618 2079
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.169 10030112  618 2079
     0.000     0.000     0.000     0.000     0.000     1.000     1.000     2.169 10030113  618 2079
