     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.827 10030117  942 2699
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.202     0.013     0.785     4.000     0.827 10030118  942 2699
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.827 10030119  942 2699
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.827 10030120  942 2699
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.827 10030121  942 2699
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.037 10040201  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040202  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040203  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040204  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040205  898 2611
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.202     0.013     0.785     4.000     1.037 10040207  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040208  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040209  898 2611
     0.000     0.000     0.000     0.000     1.000     1.000     0.001     0.683     0.034     0.282     2.000     1.037 10040210  898 2611
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.202     0.013     0.785     4.000     1.037 10040211  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040213  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040214  898 2611
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.037 10040215  898 2611
     0.000     0.000     1.000     0.000     0.000     1.000     0.002     0.974     0.003     0.021     2.000     1.037 10040216  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040217  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040218  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040219  898 2611
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     1.037 10040220  898 2611
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.037 10040221  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040222  898 2611
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.037 10040223  898 2611
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.037 10040224  898 2611
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     1.037 10040225  898 2611
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.473     0.031     0.496     4.000     0.883 10050101  954 2718
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     0.883 10050102  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050103  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050104  954 2718
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     0.883 10050105  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050106  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050107  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050108  954 2718
     1.000     0.000     1.000     0.000     0.000     1.000     0.068     0.914     0.019     0.000     2.000     0.883 10050109  954 2718
     0.000     0.000     0.000     0.000     0.000         *     0.000     0.032     0.001     0.967     4.000     0.883 10050110  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050111  954 2718
     1.000     0.000     1.000     1.000     0.000     1.000     0.244     0.751     0.005     0.000     2.000     0.883 10050112  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050114  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050115  954 2718
     0.000     1.000     0.000     1.000     0.000     0.000     0.001     0.306     0.669     0.024     3.000     0.883 10050116  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050117  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050118  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050120  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.883 10050121  954 2718
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060201  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060202  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060203  940 2693
     0.000     0.000     1.000     0.000     0.000     1.000     0.002     0.974     0.003     0.021     2.000     0.915 10060204  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060205  940 2693
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     0.915 10060206  940 2693
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.915 10060207  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060209  940 2693
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     0.915 10060210  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060211  940 2693
     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.202     0.013     0.785     4.000     0.915 10060212  940 2693
     1.000     1.000     1.000     1.000     1.000     1.000     0.986     0.006     0.008     0.000     1.000     0.915 10060213  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060214  940 2693
     0.000     0.000     1.000     0.000     1.000     1.000     0.020     0.960     0.017     0.003     2.000     0.915 10060215  940 2693
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.915 10060218  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060219  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060220  940 2693
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     0.915 10060221  940 2693
     0.000     0.000     0.000     1.000     1.000     0.000     0.000     0.530     0.194     0.276     2.000     0.915 10060222  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.915 10060224  940 2693
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070101  948 2708
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     1.115 10070102  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070103  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070104  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070105  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070106  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070107  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070108  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070109  948 2708
     1.000     0.000     1.000     1.000     1.000     1.000     0.762     0.229     0.009     0.000     1.000     1.115 10070110  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070112  948 2708
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.115 10070113  948 2708
     1.000     1.000     1.000     1.000     1.000     1.000     0.986     0.006     0.008     0.000     1.000     1.115 10070114  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070115  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070116  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070117  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070118  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.115 10070120  948 2708
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080101  906 2625
     1.000     1.000     0.000     0.000     1.000     0.000     0.001     0.004     0.995     0.000     3.000     0.736 10080102  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080103  906 2625
     0.000     1.000     1.000     1.000     1.000     1.000     0.796     0.170     0.034     0.000     1.000     0.736 10080104  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080105  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080106  906 2625
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.045     0.047     0.908     4.000     0.736 10080107  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080109  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080110  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080111  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080112  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080113  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080114  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080115  906 2625
     0.000     1.000     0.000     1.000     0.000     1.000     0.028     0.879     0.092     0.001     2.000     0.736 10080116  906 2625
     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.023     0.976     0.000     3.000     0.736 10080117  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080118  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080119  906 2625
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.736 10080120  906 2625
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.473     0.031     0.496     4.000     0.929 10090302  890 2593
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.045     0.047     0.908     4.000     0.929 10090303  890 2593
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.929 10090304  890 2593
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     0.929 10090305  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090306  890 2593
     0.000     0.000     0.000     0.000     0.000         *     0.000     0.032     0.001     0.967     4.000     0.929 10090307  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090308  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090309  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090311  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090312  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090313  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090314  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090315  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090316  890 2593
     0.000     0.000     1.000     1.000     0.000     0.000     0.001     0.952     0.021     0.026     2.000     0.929 10090317  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090318  890 2593
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.929 10090320  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090321  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090322  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.929 10090323  890 2593
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100101  905 2623
         *     0.000     1.000     1.000     0.000     1.000     0.033     0.965     0.002     0.000     2.000     1.372 10100102  905 2623
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     1.372 10100103  905 2623
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     1.372 10100105  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100106  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100107  905 2623
     1.000     0.000     1.000     1.000     0.000     1.000     0.244     0.751     0.005     0.000     2.000     1.372 10100108  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100110  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100111  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100112  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100113  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100114  905 2623
     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.473     0.031     0.496     4.000     1.372 10100115  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100116  905 2623
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.372 10100117  905 2623
     1.000     0.000     0.000     0.000     0.000     1.000     0.005     0.939     0.056     0.000     2.000     1.372 10100118  905 2623
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.372 10100119  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100120  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.372 10100121  905 2623
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     1.372 10100122  905 2623
     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.045     0.047     0.908     4.000     1.372 10100123  905 2623
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     1.372 10100124  905 2623
     0.000     0.000     1.000     1.000     0.000     1.000     0.009     0.989     0.001     0.001     2.000     1.372 10100125  905 2623
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110202  921 2653
     1.000     1.000     0.000     1.000     0.000     0.000     0.005     0.064     0.931     0.000     3.000     0.606 10110203  921 2653
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.606 10110204  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110205  921 2653
     1.000     1.000     1.000     1.000     1.000     0.000     0.265     0.026     0.709     0.000     3.000     0.606 10110206  921 2653
     0.000     1.000     1.000         *     0.000     1.000     0.230     0.725     0.045     0.000     2.000     0.606 10110207  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110208  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110209  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110210  921 2653
     0.000     0.000     1.000     1.000     1.000     0.000     0.005     0.881     0.111     0.003     2.000     0.606 10110211  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110212  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110213  921 2653
     0.000     0.000     0.000     1.000     1.000     1.000     0.006     0.967     0.017     0.010     2.000     0.606 10110214  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110215  921 2653
     1.000     1.000     0.000     1.000     1.000     1.000     0.704     0.061     0.235     0.000     1.000     0.606 10110216  921 2653
     0.000     0.000     0.000     0.000     1.000     1.000     0.001     0.683     0.034     0.282     2.000     0.606 10110217  921 2653
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.606 10110218  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110219  921 2653
     0.000     0.000     0.000     0.000     1.000     1.000     0.001     0.683     0.034     0.282     2.000     0.606 10110220  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110222  921 2653
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.606 10110223  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110224  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110225  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.606 10110226  921 2653
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120101  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120102  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120104  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120105  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120106  895 2603
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.881 10120107  895 2603
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.881 10120108  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120109  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120110  895 2603
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.245     0.002     0.753     4.000     0.881 10120111  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120112  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120113  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120114  895 2603
     0.000     0.000         *     1.000     0.000     0.000     0.000     0.305     0.014     0.680     4.000     0.881 10120115  895 2603
     0.000     0.000     0.000     1.000     0.000     1.000     0.001     0.923     0.003     0.073     2.000     0.881 10120116  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120117  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     0.881 10120118  895 2603
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.007     0.001     0.992     4.000     1.397 10130201  934 2681
