     0.000     1.000     0.000     1.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.934     0.066     1.000     0.866 10010101 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010102 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010103 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010104 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.005     0.995     2.000     0.866 10010105 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010106 117 245
     0.000     0.000     0.000     1.000     0.000     1.000     0.000     1.000     1.000     1.000     0.000     0.983     0.017     1.000     0.866 10010107 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010108 117 245
     0.000     0.000     1.000     0.000     1.000     1.000     0.000     0.000     0.000     0.000     0.000     0.050     0.950     2.000     0.866 10010109 117 245
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.010     0.990     2.000     0.866 10010110 117 245
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.010     0.990     2.000     0.866 10010111 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010112 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     1.000     1.000     0.935     0.065     1.000     0.866 10010113 117 245
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.010     0.990     2.000     0.866 10010114 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.005     0.995     2.000     0.866 10010115 117 245
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.003     0.997     2.000     0.866 10010116 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.005     0.995     2.000     0.866 10010117 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010118 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.001     0.999     2.000     0.866 10010119 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.005     0.995     2.000     0.866 10010120 117 245
     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     1.000     0.336     0.664     2.000     0.866 10010121 117 245
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     1.000     0.000     0.005     0.995     2.000     0.866 10010122 117 245
