     0.000     0.000     0.000         *     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.042     0.005     0.948     0.000     0.005     4.000     1.770 10010101 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010103 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010104 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010106 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010107 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010109 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010110 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010111 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010112 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010113 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000         *     0.000     0.000     0.000     0.004     0.000     0.996     0.000     0.000     4.000     1.770 10010114 1034 2885
     0.000     0.000     0.000     1.000     0.000     0.000     1.000     1.000     1.000     1.000     1.000     0.000     0.015     0.000     0.000     0.985     0.000     5.000     1.770 10010115 1034 2885
     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     1.000     1.770 10010116 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010117 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010118 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010119 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010121 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010122 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010123 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.770 10010125 1034 2885
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020201 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020202 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020203 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020204 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020205 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020206 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020207 1006 2825
     0.000     0.000     0.000     1.000     0.000     0.000         *     0.000     0.000     0.000     0.000     0.000     0.059     0.003     0.903     0.000     0.036     4.000     1.010 10020208 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020209 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020210 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020211 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020212 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020213 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020214 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020215 1006 2825
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.003     0.000     0.997     0.000     0.000     4.000     1.010 10020217 1006 2825
