     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050311  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050312  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050313  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050314  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050315  519 1807
     0.000     0.000     1.000         *         *         *     0.009     0.804     0.187     2.000     0.769 10050316  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050317  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050318  519 1807
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.769 10050319  519 1807
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     0.769 10050320  519 1807
     0.000     1.000     1.000     1.000     0.000     0.000     0.619     0.376     0.004     1.000     0.769 10050321  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050322  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050323  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.769 10050324  519 1807
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060301  482 1723
     0.000     0.000     1.000     0.000     0.000     1.000     0.008     0.929     0.062     2.000     1.308 10060302  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060303  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060304  482 1723
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     1.308 10060305  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060306  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060308  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060309  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060310  482 1723
     0.000     0.000     1.000     0.000     0.000     1.000     0.008     0.929     0.062     2.000     1.308 10060311  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060312  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060313  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060314  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060315  482 1723
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     1.308 10060316  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.308 10060317  482 1723
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070301  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070302  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070303  513 1793
     0.000     0.000     0.000     0.000         *     0.000     0.000     0.011     0.989     3.000     1.024 10070304  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070305  513 1793
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     1.024 10070306  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070307  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070308  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070309  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070310  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070311  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070312  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070314  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070315  513 1793
     1.000     0.000     0.000     0.000     0.000     0.000     0.023     0.102     0.875     3.000     1.024 10070316  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070317  513 1793
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     1.024 10070318  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070319  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070320  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.024 10070321  513 1793
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080101  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080102  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080103  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080104  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080106  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080107  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080108  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080109  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080110  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080111  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080112  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080113  519 1808
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.925 10080115  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080116  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080117  519 1808
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.925 10080118  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080119  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080120  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.925 10080121  519 1808
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.925 10080123  519 1808
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090201  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090202  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090203  515 1798
     0.000     0.000     1.000     1.000     0.000     1.000     0.005     0.993     0.002     2.000     0.838 10090205  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090206  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090207  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090208  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090209  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090210  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090211  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090212  515 1798
     1.000     1.000     1.000     1.000     0.000     1.000     0.981     0.019     0.000     1.000     0.838 10090213  515 1798
     0.000     0.000     1.000     1.000     0.000     0.000     0.007     0.915     0.078     2.000     0.838 10090214  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090215  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090216  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090217  515 1798
     0.000     0.000     1.000     1.000     0.000     1.000     0.005     0.993     0.002     2.000     0.838 10090218  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090219  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090220  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090221  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090222  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.838 10090223  515 1798
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100201  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100202  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100203  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100205  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100206  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100207  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100208  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100209  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100211  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100212  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100213  455 1667
     0.000     0.000     1.000     0.000     0.000     0.000     0.003     0.252     0.745     3.000     1.066 10100214  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100215  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100216  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100217  455 1667
     0.000     0.000     0.000     1.000     0.000     1.000     0.002     0.933     0.065     2.000     1.066 10100218  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100219  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100220  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100221  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100222  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100223  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     1.066 10100224  455 1667
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110701  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110702  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110703  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110704  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110705  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110706  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110707  459 1675
     0.000     0.000     1.000     1.000     0.000     0.000     0.007     0.915     0.078     2.000     0.788 10110708  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110709  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110710  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110711  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110712  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110713  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110714  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110715  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110716  459 1675
     0.000     0.000     1.000     1.000     0.000     1.000     0.005     0.993     0.002     2.000     0.788 10110717  459 1675
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     0.788 10110718  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110719  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110720  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110721  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110722  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110723  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110724  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110725  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110726  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.788 10110727  459 1675
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120701  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120702  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120703  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120704  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120705  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120706  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120707  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120708  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120709  477 1713
     0.000     0.000     0.000     0.000     0.000         *     0.000     0.029     0.970     3.000     0.964 10120710  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120711  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120712  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120713  477 1713
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     0.964 10120714  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120715  477 1713
     0.000     0.000     0.000     0.000     0.000     1.000     0.001     0.294     0.704     3.000     0.964 10120716  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120717  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120718  477 1713
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.964 10120719  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120720  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120721  477 1713
     0.000     0.000     0.000     1.000     0.000     0.000     0.001     0.246     0.753     3.000     0.964 10120722  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120723  477 1713
     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.009     0.991     3.000     0.964 10120724  477 1713
     0.000     0.000     0.000     1.000     0.000     1.000     0.002     0.933     0.065     2.000     0.964 10120725  477 1713
