     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010301  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010302  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010303  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010304  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010305  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010306  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010307  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010309  24  49
     0.000     0.000     1.000     0.000     0.532     0.468     1.000     0.891 10010310  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010311  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010312  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010313  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010314  24  49
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     0.891 10010315  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010316  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010317  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010318  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010319  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010320  24  49
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     0.891 10010321  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010322  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010323  24  49
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     0.891 10010324  24  49
     0.000     0.000     1.000     0.000     0.532     0.468     1.000     1.004 10020601  37  77
     0.000     1.000     0.000     0.000     0.831     0.169     1.000     1.004 10020602  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020603  37  77
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     1.004 10020604  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020605  37  77
     0.000     0.000     1.000     1.000     0.055     0.945     2.000     1.004 10020606  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020607  37  77
     0.000     0.000     1.000     0.000     0.532     0.468     1.000     1.004 10020608  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020609  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020611  37  77
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     1.004 10020612  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020613  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020614  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020615  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020616  37  77
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     1.004 10020617  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.004 10020618  37  77
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030201   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030202   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030203   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030204   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030205   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030207   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030208   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030209   8  17
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     1.014 10030210   8  17
     0.000     0.000     0.000     1.000     0.716     0.284     1.000     1.014 10030211   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030212   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030213   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030214   8  17
     0.000     0.000     0.000     0.000     0.980     0.020     1.000     1.014 10030216   8  17
