         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.368 10190115 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190116 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190117 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190118 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190119 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190120 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190121 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190122 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190123 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190124 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190125 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190126 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190127 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190128 209 457
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.368 10190129 209 457
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.368 10190130 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190131 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190132 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190133 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190134 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190135 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190136 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190137 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190138 209 457
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.368 10190139 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190140 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190141 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190142 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190143 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.368 10190144 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.368 10190145 209 457
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.368 10190146 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.404 10190301 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190302 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190303 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190304 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.404 10190305 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190307 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190308 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190309 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190310 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.404 10190311 209 457
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.404 10190312 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190313 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190315 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190316 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190317 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190318 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190319 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190320 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190321 209 457
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.404 10190322 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190323 209 457
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.404 10190324 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190325 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190326 209 457
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.404 10190327 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190328 209 457
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.404 10190329 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190330 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190331 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190333 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190336 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190337 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190338 209 457
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.404 10190339 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190340 209 457
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.404 10190341 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190342 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190343 209 457
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.404 10190344 209 457
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.440 10200201 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200202 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.440 10200203 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200204 156 349
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     0.440 10200205 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200206 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200207 156 349
     0.000     1.000     0.000     1.000     0.115     0.885     2.000     0.440 10200208 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.440 10200209 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.440 10200210 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200211 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200212 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200213 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200214 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.440 10200215 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200216 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200217 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200218 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200220 156 349
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.440 10200221 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200222 156 349
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.440 10200223 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200224 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200225 156 349
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.440 10200226 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200227 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200228 156 349
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     0.440 10200229 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200230 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.440 10200232 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200233 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200234 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.440 10200235 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200236 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.440 10200238 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200502 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200503 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200504 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200505 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.428 10200506 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.428 10200507 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200508 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200509 156 349
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.428 10200510 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200511 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200512 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.428 10200513 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.428 10200514 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200515 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200516 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.428 10200519 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200520 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200521 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.428 10200522 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200523 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200524 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200525 156 349
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.428 10200526 156 349
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     0.428 10200527 156 349
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.428 10200528 156 349
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.428 10200529 156 349
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.428 10200530 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200531 156 349
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.428 10200532 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200533 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200534 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200535 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200536 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200537 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.428 10200538 156 349
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210701 178 395
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.260 10210702 178 395
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.260 10210703 178 395
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.260 10210704 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210705 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210706 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210707 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210708 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210709 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210710 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210711 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210712 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210713 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210714 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210715 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210716 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210717 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210718 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210719 178 395
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.260 10210720 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210722 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210723 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210724 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210725 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210726 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210727 178 395
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.260 10210728 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210729 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210730 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210731 178 395
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.260 10210732 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210733 178 395
     0.000         *         *         *     0.671     0.329     1.000     1.260 10210734 178 395
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.260 10210735 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.260 10210736 178 395
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220101 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220103 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220104 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220105 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220106 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220107 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220108 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220109 204 446
     0.000     1.000     0.000     1.000     0.115     0.885     2.000     0.825 10220111 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220112 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220113 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220114 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220115 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220116 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220117 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220118 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220119 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220120 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220121 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220122 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220123 204 446
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.825 10220124 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220125 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220126 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220128 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220129 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220130 204 446
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.825 10220131 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220132 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220133 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220134 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220135 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220136 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220137 204 446
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.825 10220138 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220139 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220140 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220141 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220142 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.825 10220145 204 446
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230201 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230202 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230203 179 398
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     1.318 10230204 179 398
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.318 10230205 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230206 179 398
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.318 10230207 179 398
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.318 10230208 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230209 179 398
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.318 10230210 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230211 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230212 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230213 179 398
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.318 10230214 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230215 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230217 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230218 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230219 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230220 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230221 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.318 10230222 179 398
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.318 10230223 179 398
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240201 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240202 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240203 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240204 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.429 10240205 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240206 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240207 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240208 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240209 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240210 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240211 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240212 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240213 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240214 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240215 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240216 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240217 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240218 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240219 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240220 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.429 10240221 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240223 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240224 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240225 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240226 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.429 10240227 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.429 10240228 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240229 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240230 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240231 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240232 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240233 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240234 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240235 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240236 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240237 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240238 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240240 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.429 10240241 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240242 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240243 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240244 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.429 10240245 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240401 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240402 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240403 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240404 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240405 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240406 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240407 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.420 10240408 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240409 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240410 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240411 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.420 10240412 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240413 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240414 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240415 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240416 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.420 10240417 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240418 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.420 10240419 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240420 195 430
     0.000     0.000     1.000         *     0.043     0.957     2.000     0.420 10240421 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240422 195 430
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.420 10240423 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240424 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.420 10240425 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240426 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.420 10240427 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240428 195 430
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.420 10240429 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240430 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240431 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.420 10240432 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240433 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240434 195 430
     0.000         *         *         *     0.671     0.329     1.000     0.420 10240435 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240436 195 430
     1.000     1.000     1.000     0.000     0.002     0.998     2.000     0.420 10240437 195 430
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.420 10240438 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240439 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240440 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240441 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240442 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.420 10240443 195 430
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250101 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250102 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250103 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250104 174 383
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.400 10250105 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250107 174 383
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.400 10250108 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250110 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.400 10250111 174 383
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.400 10250112 174 383
     0.000         *         *         *     0.671     0.329     1.000     2.400 10250113 174 383
     0.000         *         *         *     0.671     0.329     1.000     2.400 10250114 174 383
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.400 10250115 174 383
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     2.400 10250116 174 383
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.400 10250117 174 383
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.395 10260201 163 361
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.395 10260202 163 361
