         *     0.000         *         *     0.678     0.322     1.000     2.250 10010101 176 391
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300318 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300319 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300320 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300321 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300322 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300323 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300324 186 411
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.518 11300325 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300326 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300327 186 411
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.518 11300328 186 411
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.518 11300329 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300330 186 411
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.518 11300331 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300332 186 411
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.518 11300333 186 411
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.518 11300334 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300335 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300336 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300337 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300338 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300339 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300340 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300341 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300342 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300343 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300344 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300345 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.518 11300347 186 411
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310201 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310202 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310203 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310204 220 480
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.245 11310205 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310206 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310207 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310208 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310211 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310212 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310213 220 480
     0.000     0.000         *     1.000     0.147     0.853     2.000     1.245 11310215 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310216 220 480
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.245 11310217 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310218 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310219 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310220 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310221 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310222 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310223 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310224 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310225 220 480
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.245 11310226 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310227 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310228 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310229 220 480
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.245 11310230 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310231 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310232 220 480
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.245 11310233 220 480
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.245 11310234 220 480
     0.000     0.000         *         *     0.688     0.312     1.000     1.353 11320201 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320202 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320203 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320204 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320205 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320206 205 449
     1.000     1.000     0.000     0.000     0.174     0.826     2.000     1.353 11320207 205 449
     0.000     0.000         *     0.000     0.829     0.171     1.000     1.353 11320208 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320209 205 449
     1.000     1.000     1.000     1.000     0.000     1.000     2.000     1.353 11320210 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320211 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320212 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320213 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320214 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320215 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320216 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320217 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320218 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320219 205 449
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.353 11320220 205 449
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.353 11320221 205 449
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.353 11320222 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320223 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320224 205 449
     1.000     0.000     1.000     0.000     0.006     0.994     2.000     1.353 11320225 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.353 11320226 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320227 205 449
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.353 11320229 205 449
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.353 11320232 205 449
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.353 11320233 205 449
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     1.353 11320235 205 449
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.095 11330701 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330702 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330703 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330704 166 370
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.095 11330706 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330707 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330708 166 370
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.095 11330709 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330710 166 370
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.095 11330711 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330712 166 370
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.095 11330713 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330714 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330715 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330717 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330719 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330720 166 370
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.095 11330721 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330722 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330723 166 370
     1.000     0.000     1.000     0.000     0.006     0.994     2.000     1.095 11330724 166 370
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.095 11330725 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330726 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330727 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330728 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330729 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330730 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330731 166 370
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     1.095 11330732 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330734 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330735 166 370
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.095 11330736 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330737 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330739 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330740 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330741 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.095 11330742 166 370
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340601 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340602 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340603 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340604 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340605 151 344
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.083 11340606 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340607 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340608 151 344
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.083 11340609 151 344
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.083 11340610 151 344
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.083 11340611 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340612 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340613 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340614 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340615 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340618 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340619 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340620 151 344
     1.000     1.000     1.000     0.000     0.002     0.998     2.000     1.083 11340621 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340622 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340623 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340625 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340626 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340627 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.083 11340628 151 344
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350101 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350102 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350103 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350104 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350105 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350106 197 433
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.397 11350107 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350108 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350109 197 433
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.397 11350110 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350111 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350112 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350113 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350114 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350115 197 433
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.397 11350116 197 433
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.397 11350117 197 433
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.397 11350118 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350119 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350120 197 433
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.397 11350121 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350122 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350123 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350124 197 433
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     1.397 11350125 197 433
     1.000     1.000     0.000     1.000     0.007     0.993     2.000     1.397 11350126 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.397 11350127 197 433
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360101 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360102 205 450
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.359 11360103 205 450
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.359 11360104 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360105 205 450
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.359 11360106 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360107 205 450
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.359 11360108 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360109 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360110 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360111 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360112 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360113 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360114 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360115 205 450
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.359 11360116 205 450
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.359 11360117 205 450
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.359 11360118 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360119 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360120 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360121 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360122 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360123 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360124 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360125 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360126 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360127 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360128 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.359 11360129 205 450
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370301 193 425
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.902 11370302 193 425
     0.000     0.000     0.000         *     0.862     0.138     1.000     0.902 11370303 193 425
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     0.902 11370304 193 425
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.902 11370305 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370306 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370307 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370308 193 425
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.902 11370309 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370310 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370311 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370312 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370313 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370314 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370315 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370316 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370317 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370318 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370319 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370320 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370321 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370322 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370323 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370324 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370325 193 425
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.902 11370326 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370327 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370328 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370329 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370330 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370331 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370332 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370334 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370335 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370336 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.902 11370337 193 425
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380502 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380503 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380504 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380505 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380506 161 360
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     1.266 11380507 161 360
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.266 11380508 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380509 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380510 161 360
     1.000     0.000     1.000     1.000     0.000     1.000     2.000     1.266 11380511 161 360
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     1.266 11380512 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380513 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380514 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380515 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380516 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380518 161 360
     1.000     1.000     1.000     0.000     0.002     0.998     2.000     1.266 11380519 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380520 161 360
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.266 11380521 161 360
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.266 11380522 161 360
     0.000     1.000     0.000     0.000     0.785     0.215     1.000     1.266 11380523 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380524 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380525 161 360
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.266 11380526 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380527 161 360
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.266 11380528 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380529 161 360
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.266 11380530 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380531 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380532 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380533 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380535 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380537 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.266 11380538 161 360
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     1.266 11380539 161 360
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390201 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390202 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390203 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390204 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390205 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390206 171 380
     0.000     0.000         *     0.000     0.829     0.171     1.000     0.896 11390207 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390208 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390209 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390210 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390211 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390212 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390213 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390214 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390215 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390216 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390217 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390218 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390219 171 380
     0.000     1.000     1.000     1.000     0.001     0.999     2.000     0.896 11390220 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390221 171 380
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.896 11390222 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390223 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390224 171 380
     0.000     1.000     1.000     0.000     0.026     0.974     2.000     0.896 11390225 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390226 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390227 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390228 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390230 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390231 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390232 171 380
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     0.896 11390233 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390234 171 380
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     0.896 11390235 171 380
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     0.896 11390236 171 380
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     0.896 11390237 171 380
     0.000     1.000     0.000     1.000     0.115     0.885     2.000     2.576 11400101 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400102 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400103 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400104 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400105 152 341
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.576 11400106 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400108 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400109 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400110 152 341
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.576 11400111 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400112 152 341
     0.000     0.000     1.000     0.000     0.090     0.910     2.000     2.576 11400113 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400114 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400115 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400116 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400117 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400118 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400119 152 341
     0.000     0.000     0.000     1.000     0.328     0.672     2.000     2.576 11400120 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400121 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     2.576 11400122 152 341
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410301 155 348
     0.000     0.000     0.000     0.000     0.932     0.068     1.000     1.737 11410302 155 348
     0.000     0.000     1.000     1.000     0.004     0.996     2.000     1.737 11410303 155 348
