     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010301 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010302 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010303 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010304 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010305 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010306 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010307 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010308 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010309 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010311 101 225
     0.000     0.000     1.000     0.000     1.000     1.000     0.706 10010312 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010313 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010314 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.706 10010315 101 225
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020201 108 243
     0.000     0.000     1.000     0.000     1.000     1.000     0.993 10020202 108 243
     0.000         *     0.000     1.000     1.000     1.000     0.993 10020203 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020204 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020205 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020207 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020209 108 243
     0.000         *         *         *     1.000     1.000     0.993 10020210 108 243
     0.000     0.000     1.000     1.000     1.000     1.000     0.993 10020211 108 243
     0.000     0.000     1.000     1.000     1.000     1.000     0.993 10020212 108 243
     0.000     0.000     0.000     1.000     1.000     1.000     0.993 10020213 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020214 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020215 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020216 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020217 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020218 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020219 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020220 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020221 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020223 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020224 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020225 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020227 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020228 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020229 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020230 108 243
     0.000     0.000     0.000     1.000     1.000     1.000     0.993 10020231 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020232 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020233 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.993 10020234 108 243
     0.000     0.000     0.000     0.000     1.000     1.000     0.942 10030101  97 215
     0.000     0.000     0.000     0.000     1.000     1.000     0.942 10030102  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030103  97 215
     0.000     0.000     0.000     1.000     1.000     1.000     0.942 10030104  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030105  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030106  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030107  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030108  97 215
     0.000     0.000     0.000     0.000     1.000     1.000     0.942 10030109  97 215
     0.000     0.000     0.000     0.000     1.000     1.000     0.942 10030110  97 215
     0.000     0.000     1.000     1.000     1.000     1.000     0.942 10030111  97 215
     1.000     1.000     0.000     0.000     1.000     1.000     0.942 10030112  97 215
