     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010601 233 505
     0.000     1.000     0.000     0.000     1.000     1.000     1.363 10010602 233 505
     0.000     0.000     0.000     1.000     1.000     1.000     1.363 10010603 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010604 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010605 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010606 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010607 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010608 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010609 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010610 233 505
     0.000     0.000     1.000     0.000     1.000     1.000     1.363 10010611 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010612 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010614 233 505
     0.000     0.000     0.000     1.000     1.000     1.000     1.363 10010615 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010616 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010617 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010618 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010619 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010620 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010621 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010622 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010623 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010624 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010625 233 505
     0.000     0.000     0.000     0.000     1.000     1.000     1.363 10010628 233 505
     0.000     0.000     1.000     1.000     1.000     1.000     1.255 10020301 256 551
     0.000     0.000     0.000     0.000     1.000     1.000     1.255 10020302 256 551
     0.000     0.000     0.000     1.000     1.000     1.000     1.255 10020303 256 551
     0.000     0.000     1.000     0.000     1.000     1.000     1.255 10020304 256 551
     0.000     0.000     0.000     0.000     1.000     1.000     1.255 10020305 256 551
     0.000     0.000     0.000     1.000     1.000     1.000     1.255 10020306 256 551
     1.000     0.000     0.000     0.000     1.000     1.000     1.255 10020307 256 551
     0.000     0.000     0.000     0.000     1.000     1.000     1.255 10020308 256 551
     0.000     0.000     1.000     1.000     1.000     1.000     1.255 10020309 256 551
     0.000     0.000     0.000     0.000     1.000     1.000     1.255 10020310 256 551
     0.000     0.000     0.000     0.000     1.000     1.000     1.255 10020311 256 551
     1.000     1.000     0.000     1.000     1.000     1.000     1.255 10020312 256 551
     0.000     0.000     0.000     1.000     1.000     1.000     1.255 10020313 256 551
     0.000     0.000     0.000     1.000     1.000     1.000     1.255 10020314 256 551
     0.000     0.000     1.000     1.000     1.000     1.000     1.255 10020315 256 551
     0.000     0.000     1.000     1.000     1.000     1.000     0.937 10030701 275 589
     0.000     0.000     1.000     1.000     1.000     1.000     0.937 10030702 275 589
     0.000     0.000     1.000     0.000     1.000     1.000     0.937 10030703 275 589
     0.000     0.000     1.000     0.000     1.000     1.000     0.937 10030704 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030705 275 589
     0.000     0.000     1.000     0.000     1.000     1.000     0.937 10030706 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030707 275 589
     0.000     0.000     1.000     1.000     1.000     1.000     0.937 10030708 275 589
     0.000     0.000     1.000     0.000     1.000     1.000     0.937 10030709 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030710 275 589
     0.000     1.000     0.000     1.000     1.000     1.000     0.937 10030711 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030712 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030713 275 589
     1.000     1.000     0.000     1.000     1.000     1.000     0.937 10030714 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030715 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030716 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030717 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030718 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030719 275 589
     0.000     0.000     0.000     1.000     1.000     1.000     0.937 10030720 275 589
     0.000     0.000     1.000     0.000     1.000     1.000     0.937 10030721 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030722 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     0.937 10030723 275 589
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040301 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040302 277 593
     0.000     0.000     1.000     0.000     1.000     1.000     1.076 10040303 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040304 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040306 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040307 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040308 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040309 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040310 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040311 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040312 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040313 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.076 10040314 277 593
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050201 246 531
     0.000     0.000     0.000     1.000     1.000     1.000     1.724 10050202 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050203 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050204 246 531
     0.000     0.000     1.000     0.000     1.000     1.000     1.724 10050205 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050207 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050208 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050209 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050210 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050211 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050212 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050213 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050214 246 531
     0.000     0.000     0.000     1.000     1.000     1.000     1.724 10050215 246 531
     0.000     0.000     1.000     1.000     1.000     1.000     1.724 10050217 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050219 246 531
     0.000     0.000     0.000     0.000     1.000     1.000     1.724 10050220 246 531
