1	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010301
2	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010302
3	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010303
4	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010304
5	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010305
6	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010306
7	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010307
8	49	46	24	1	22.542612	0.310217969509624	.	.	.	.	.	.	.	.	.	.	.	10010308
9	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010309
10	49	46	24	1	22.542612	0.310217969509624	1	1	1	2	1	1	2	2	1	2	1	10010310
11	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010311
12	49	46	24	1	22.542612	0.310217969509624	1	1	2	1	1	1	1	1	1	2	1	10010312
13	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010313
14	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010314
15	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	2	2	2	2	2	2	10010315
16	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010316
17	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010317
18	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010318
19	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010319
20	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010320
21	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	2	1	1	1	2	1	10010321
22	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010322
23	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	2	1	10010323
24	49	46	24	1	22.542612	0.310217969509624	1	1	1	1	1	1	1	1	1	1	1	10010324
25	77	73	37	1	25.397172	0.349500720197228	1	1	1	2	1	1	1	1	1	1	1	10020601
26	77	73	37	1	25.397172	0.349500720197228	1	2	1	1	1	1	2	1	1	2	2	10020602
27	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020603
28	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	2	1	1	1	1	1	10020604
29	77	73	37	1	25.397172	0.349500720197228	1	1	2	1	1	1	1	1	1	2	1	10020605
30	77	73	37	1	25.397172	0.349500720197228	1	1	1	2	1	2	1	1	1	1	1	10020606
31	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020607
32	77	73	37	1	25.397172	0.349500720197228	1	1	1	2	1	1	2	2	1	2	1	10020608
33	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020609
34	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020611
35	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	2	1	1	1	1	2	10020612
36	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	2	1	10020613
37	77	73	37	1	25.397172	0.349500720197228	1	1	.	1	1	1	2	2	2	2	1	10020614
38	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020615
39	77	73	37	1	25.397172	0.349500720197228	1	1	1	1	1	1	1	1	1	1	1	10020616
