     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010301 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010302 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010303 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010304 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010305 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010306 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010307 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010308 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010309 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010311 101 225 2
     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     3.000     3.000     0.742 10010312 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010313 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010314 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     0.742 10010315 101 225 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     1.043 10020201 108 243 2
     0.000     0.000     1.000     0.000     0.000     0.000     1.000     0.000     0.000     0.000     1.000     3.000     3.000     1.043 10020202 108 243 2
     0.000         *     0.000     1.000     0.000     0.008     0.992     0.000     0.000     0.000     1.000     3.000     3.000     1.043 10020203 108 243 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     1.043 10020204 108 243 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     1.043 10020205 108 243 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     1.043 10020207 108 243 2
     0.000     0.000     0.000     0.000     0.000     0.930     0.070     0.000     0.000     0.000     1.000     2.000     2.000     1.043 10020209 108 243 2
