     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010301  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010302  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010303  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010304  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010305  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010306  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010307  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010309  24  49 1
     0.000     0.000     1.000     0.000     0.331     0.638     0.031     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010310  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010311  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010312  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010313  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010314  24  49 1
     0.000     0.000     0.000     1.000     0.004     0.976     0.021     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010315  24  49 1
     0.000     0.000     0.000     0.000     0.000     0.997     0.003     0.000     0.000     0.000     1.000     2.000     2.000     1.274 10010316  24  49 1
